0.420094	0.788766
0.391550	1.596880
0.455824	0.395103
0.167611	1.536459
0.138887	1.107940
0.238699	1.257742
0.182392	1.026802
0.476115	1.832390
0.317856	1.434594
0.070801	1.213938
0.008150	0.485774
0.068616	1.608353
0.078340	0.801889
0.064895	0.217618
0.499462	0.436514
0.256466	1.678224
0.306320	0.592063
0.318776	1.048574
0.246791	1.945550
0.146258	1.542715
0.263372	1.539828
0.200114	1.783059
0.141657	0.704917
0.403862	1.838053
0.034878	1.898654
0.262998	0.172112
0.096107	1.326454
0.445116	0.697786
0.032086	0.040046
0.228851	0.126192
0.119140	1.941268
0.451104	1.701840
0.133333	1.079521
0.187603	1.520497
0.256268	1.335448
0.265803	0.078561
0.218819	1.863670
0.465405	1.441905
0.142147	1.477069
0.319989	0.708097
0.343931	0.331948
0.220052	1.760150
0.414601	0.660674
0.114484	1.786745
0.175180	1.373340
0.478234	1.177280
0.328652	1.717353
0.219780	1.847940
0.199218	1.629534
0.342109	1.821944
0.241245	0.431650
0.475126	1.840256
0.073830	1.762124
0.320540	0.863907
0.309798	0.562119
0.393001	0.614916
0.223517	0.452213
0.093767	0.552469
0.278222	0.833003
0.084804	1.813608
0.051586	0.252151
0.247722	1.520950
0.492376	1.870008
0.342223	0.766377
0.374885	0.737327
0.147080	0.464523
0.292244	0.488825
0.076195	1.464297
0.062737	1.586941
0.082051	1.490143
0.037265	1.900208
0.026265	1.043127
0.088105	0.480125
0.398899	1.465309
0.328282	1.934810
0.319729	1.519470
0.046740	0.269805
0.260105	0.156464
0.034953	0.409310
0.230710	1.639355
0.286659	1.511162
0.025969	0.315614
0.499997	0.408657
0.444978	0.250937
0.498899	0.108115
0.435270	0.144658
0.002081	1.846138
0.296946	0.360745
0.081566	0.783380
0.456513	1.639390
0.179548	1.104970
0.289715	0.905152
0.343694	0.199280
0.265404	1.514588
0.152148	1.984457
0.288486	1.755228
0.373905	1.257820
0.017710	1.495606
0.416619	1.850753
0.436636	1.662075
0.489717	1.487622
0.451683	1.967191
0.333440	0.994517
0.081984	1.660024
0.444474	0.153989
0.324853	0.496088
0.314740	0.458274
0.350310	0.633734
0.164389	0.462856
0.037080	1.266144
0.111828	1.302264
0.255343	1.942931
0.140021	1.092214
0.359634	0.226561
0.235742	1.185080
0.472159	0.901835
0.168176	1.695369
0.217257	0.006463
0.172471	1.196963
0.416622	0.467783
0.337738	0.965901
0.240968	0.609911
0.356044	0.365112
0.310911	0.081729
0.206992	1.391968
0.336968	1.275280
0.173558	0.369245
