0.027415	0.025138	0.024117	0.023456	0.023033	0.021941	0.021623	0.019945	0.018858	0.018632	0.018254	0.018250	0.018199	0.018152	0.017815	0.017251	0.016106	0.015256	-0.614882	0.014088	0.013843	0.011819	0.011766	0.011199	0.010641	0.010059	0.009959	0.009884	0.009370	0.009077	0.008637	0.008385	0.008241	0.007970	-0.315019	0.006932	0.006877	0.006708	0.006643	0.006585	0.006379	0.006356	0.006311	0.006111	0.006067	0.005616	0.005592	0.005559	0.005291	0.005289	0.005280	0.005112	0.005064	0.004963	0.004952	0.004810	0.004795	0.004771	2.001574	0.004462	0.004290	0.004255	0.004250	0.004066	0.003737	0.003694	0.003670	0.003595	0.003266	0.003230	0.003158	0.003113	0.003099	0.003059	0.003011	0.002882	0.002682	0.002484	0.002368	0.002287	0.002186	1.133462	0.001762	0.001616	0.001515	0.001479	0.001345	0.001264	0.001161	0.000954	0.000916	0.000848	0.000767	0.000648	0.000646	0.000532	0.340139	0.000511	0.000443	0.000246	
1.031380	0.916526	0.884644	0.754945	0.738306	0.677263	0.671237	0.665217	0.629339	0.568833	0.551397	0.539220	0.535003	0.523484	0.514929	0.507969	0.495700	0.482979	0.474421	0.465853	0.427515	0.393544	0.384757	0.378706	0.370214	0.342696	0.317575	0.310416	0.302381	0.300970	0.298201	0.269199	0.264393	0.261860	0.260912	0.257895	0.257869	0.256631	0.249568	0.241075	0.234991	0.225355	0.205277	0.200790	0.195148	0.193776	0.192848	0.186905	1.792577	0.169675	0.162972	0.456318	0.153254	0.150218	0.142809	0.140320	0.139483	0.131470	0.127447	0.126848	2.143060	0.117703	0.116780	0.113385	0.109184	-0.226987	0.097986	0.097438	0.097341	0.091844	0.082381	0.073675	0.952796	0.072300	0.064508	0.064339	0.062489	0.058869	0.051124	0.049037	0.048225	0.045795	0.045402	0.036560	0.034877	0.032675	0.032311	0.029480	0.028778	0.025318	0.025064	0.022984	0.017534	0.017028	0.013980	0.417141	0.010500	0.008672	0.007641	0.002035	
0.976771	0.838886	0.820109	0.772343	0.658839	0.636069	0.617396	0.589195	0.586119	-0.089396	0.532883	0.532367	0.522946	0.466028	0.429554	0.427803	0.426291	0.425803	0.402281	0.399210	0.392513	0.384821	0.383117	1.494194	0.352017	0.349185	0.345278	0.334433	0.329511	0.323108	0.311903	0.305359	0.297171	0.296135	0.289304	0.277655	0.258042	0.254523	0.248800	0.245482	0.244093	0.215787	0.188194	0.179942	0.169913	0.156402	0.155337	0.149047	0.148359	0.137135	0.134677	0.132502	0.131725	0.118064	0.117310	0.116290	0.115037	0.112707	0.110669	0.108005	0.107950	0.104884	0.101786	0.101367	0.097350	0.090368	0.086270	0.084880	0.084711	0.080525	0.080201	0.079100	0.078803	0.077331	0.074498	0.071575	-0.807725	0.064978	0.061658	0.061447	0.049173	0.048854	0.047239	0.041330	0.040775	0.035287	0.027806	0.022215	2.038382	0.018244	0.018050	0.017136	0.015195	0.010740	0.010004	0.008710	0.007902	0.006613	0.004578	0.004161	
1.556446	1.219276	1.175842	0.988501	0.910921	0.845674	0.823492	0.814259	0.692973	0.671751	0.597663	0.567237	0.543232	0.542934	0.534614	0.503939	0.481087	0.460401	0.454716	0.450902	0.436262	0.436226	0.431416	0.423321	0.421542	0.408922	0.397292	0.393738	1.426787	0.372931	-0.094081	0.774175	0.325096	0.299530	0.291074	-1.275299	0.279141	0.264327	0.253515	0.253014	0.251850	0.250690	0.246162	0.485576	0.232465	0.231297	0.224331	0.219008	0.208993	0.201798	0.189793	0.187066	0.182060	0.173294	0.169771	0.149829	0.143931	0.136081	0.135379	0.124293	0.124186	0.121424	0.121211	0.117281	0.115361	1.189308	0.098748	0.097971	0.092784	0.092404	0.085965	0.082817	0.075638	0.073797	0.071777	0.065950	0.060219	0.059989	0.058773	0.050923	0.047486	0.044646	0.043946	0.042478	0.041367	0.040775	0.034794	0.034159	0.031573	0.029371	-0.197690	0.021911	0.020341	0.018538	0.008246	0.006182	0.005276	0.004734	0.000968	0.000922	
1.277328	1.001958	0.920090	0.824066	0.762392	0.680042	0.642934	0.608159	0.603366	0.557616	0.538231	0.516453	0.459361	0.458265	0.443995	0.437808	0.432961	0.422940	0.413476	0.406616	0.405206	0.393408	0.387566	0.371468	0.366308	0.363207	0.326084	0.318569	0.301116	0.297934	0.296978	0.296964	0.295369	0.294759	-1.253711	0.274202	0.264260	0.254660	0.251759	0.246606	0.242874	0.236580	1.022890	0.209133	0.206937	0.203799	0.199483	0.196803	0.195818	0.188101	0.184969	0.178825	0.171344	0.165872	0.162062	0.160230	0.160020	0.155824	0.146249	0.144670	0.140741	0.126398	0.121481	0.115794	0.114006	0.105498	0.103178	0.099313	0.098202	0.094599	0.091321	0.091098	0.087815	0.083248	0.073944	0.070513	0.061609	0.061210	0.058993	0.057021	0.054372	0.049657	0.044494	0.043598	0.042740	0.041850	0.036037	0.034301	0.031098	0.026906	0.021835	0.018771	0.014281	0.012517	0.011162	0.008175	0.007541	0.007405	0.006409	0.000702	
1.585353	1.188982	1.163976	1.092583	0.994104	0.908619	0.906837	0.900842	0.843493	0.696228	0.672571	0.644050	0.628899	0.616639	0.586371	0.584299	0.552242	0.540711	0.515882	0.504110	0.485367	0.484789	0.474536	0.473202	0.464322	0.452341	0.444700	0.407584	0.403605	0.398200	0.396381	0.396337	0.369875	0.342861	0.306182	0.303470	0.295123	0.294039	0.290804	0.283973	0.275323	0.271949	0.271364	0.270543	0.267757	0.265192	0.264208	0.261928	0.255878	0.252275	0.244199	0.241170	0.217275	0.212400	1.355346	0.206026	0.204703	0.196500	0.196010	0.188415	0.184780	0.168478	0.157368	0.155476	0.148704	0.143221	0.137466	0.136246	0.124565	0.121046	0.111995	0.109040	0.107744	0.099904	0.098815	0.092603	0.088333	0.086837	0.083218	0.079919	0.078671	0.074913	1.319385	0.072825	0.070093	0.052254	0.051305	0.051158	0.046583	0.045624	0.041210	0.034983	0.025288	0.025150	0.024422	0.019500	0.013463	0.011368	0.006849	0.001797	
2.398912	3.066958	1.122682	0.633989	1.088941	1.036962	1.011381	0.961779	0.890651	0.868592	0.834726	0.773454	0.748053	0.722556	0.708934	0.683964	0.683650	0.681949	0.663413	0.648664	0.625028	0.617911	0.614580	0.600100	0.577230	0.573837	0.568467	0.566434	0.564715	0.556089	0.543397	0.538013	0.523834	1.442726	0.501518	0.500627	0.470375	0.456810	0.454960	0.416968	0.405189	0.400007	0.380402	0.378865	0.376307	0.367791	0.353806	0.353371	0.346260	0.324663	0.304301	0.299686	0.292283	0.263591	0.262310	0.256244	0.251163	0.245327	0.239551	0.206813	0.204199	0.188873	0.187904	0.187404	0.181454	0.176279	0.171631	0.165741	0.161021	0.155153	0.150034	0.147681	0.147051	0.144998	-0.449878	0.127846	0.126714	0.125889	0.124562	0.112696	0.110593	0.107770	0.105911	0.102784	0.099630	0.094691	0.082209	0.077323	0.059510	0.058088	0.047361	0.038596	0.038568	0.036596	0.032493	0.021050	0.020984	0.009781	0.004330	0.001527	
2.033555	1.976230	1.967552	1.594853	1.213086	1.212727	1.137137	1.090889	1.456437	1.001471	0.983772	0.975965	0.971990	0.935146	0.867379	0.806236	0.796822	0.795510	0.787043	0.752597	0.750166	0.706899	0.689126	0.664421	0.639093	0.599035	0.576180	0.548495	0.548467	0.535859	0.515921	0.505169	0.490115	0.479059	0.477448	0.471786	0.469250	0.452001	0.446555	0.422064	0.390136	0.358158	0.350445	0.310569	0.296862	0.276000	0.273852	0.248708	0.244016	0.064941	0.236859	0.230809	0.229323	0.227548	0.209622	-1.965830	0.190685	0.186781	0.185086	0.183093	0.180521	0.165032	0.145829	0.136273	0.135800	0.131403	0.126156	0.125105	0.118653	0.117988	0.107278	0.103850	0.103152	0.099604	0.097476	0.094093	0.093482	0.090631	0.086593	0.086339	0.084917	0.078163	0.073856	0.073028	0.067309	0.170169	0.050373	0.043538	0.041060	0.032981	0.032955	0.031536	0.022962	0.019778	0.017346	0.010073	0.009449	0.006252	0.002139	0.001864	
2.045727	1.580084	1.529099	1.518597	1.480946	1.368558	1.107602	1.062827	1.045310	1.009921	1.008819	0.987716	0.978465	0.943934	0.922965	1.237428	0.897658	0.891067	0.877157	0.848355	0.800944	0.796096	0.772178	0.746638	0.733709	1.082703	0.693507	0.693505	0.653638	-0.520570	0.589301	0.569787	0.562461	0.557121	0.545499	0.542818	0.541973	0.527925	0.524841	0.501257	0.475171	0.452756	0.414905	0.411875	0.388838	0.388277	0.371438	0.362132	0.358800	0.358600	0.349556	0.345915	0.342476	0.339290	0.321920	0.312871	0.305511	0.301142	0.299010	0.295200	0.289965	0.281743	0.281347	0.228549	0.224220	0.217723	0.216343	0.193628	0.193146	0.192024	0.189798	0.188000	0.178757	-0.371162	0.171093	0.166821	0.156551	0.155151	0.149614	0.137848	0.127192	0.121636	0.106846	0.103152	0.102823	0.088212	0.086814	0.086072	0.069742	0.061282	0.059460	0.051210	0.050583	0.049855	0.044223	0.031550	0.030794	0.027307	0.002388	0.000441	
6.851878	2.670141	2.184882	1.840412	1.534523	1.417200	1.405702	1.359898	1.324801	1.282201	1.258366	1.250033	1.204682	1.168020	2.540031	1.041084	1.028479	1.019476	0.930456	0.920168	0.879562	0.854770	0.850521	0.823351	0.819029	0.815942	0.779866	0.756792	0.738584	0.723759	0.687604	0.685080	0.681937	0.675465	0.675364	0.673836	0.667035	0.641427	0.631084	0.604191	0.601940	0.593893	0.576419	0.561426	0.554324	0.537755	1.655309	0.535120	0.453711	0.410606	0.420473	0.413330	0.398836	0.382518	0.372122	0.364198	0.352301	0.090040	0.301807	0.301482	0.292374	0.282017	0.276322	0.701928	0.230233	0.222202	0.219495	0.207331	0.205660	0.186368	0.181752	0.168116	0.166334	0.162066	0.160670	0.160457	0.157651	0.154847	0.151979	-0.490818	0.147536	0.134690	0.131080	0.124690	0.117577	0.105301	0.087266	0.082360	0.063244	0.055742	0.051683	0.050734	0.043493	0.043430	0.042893	0.020954	0.020550	0.017748	0.016262	0.004488	
